Gene_ID	term
isogroup234288	GO:0044434;GO:0044435
isogroup119009	GO:0044434;GO:0044435
isogroup119617	GO:0044434;GO:0044435
isogroup56557	GO:0044434;GO:0044435
isogroup44849	GO:0044434;GO:0044435
isogroup119901	GO:0044434;GO:0044435
isogroup271363	GO:0044434;GO:0044435
isogroup195012	GO:0044434;GO:0044435
isogroup89848	GO:0044434;GO:0044435
isogroup34317	GO:0044434;GO:0044435
isogroup113834	GO:0044434;GO:0044435
isogroup270649	GO:0044434;GO:0044435
isogroup270649	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup180912	GO:0044434;GO:0044435
isogroup47521	GO:0044434;GO:0044435
isogroup56525	GO:0044434;GO:0044435
isogroup271171	GO:0044434;GO:0044435
isogroup271171	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup256863	GO:0044434;GO:0044435
isogroup256863	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup113673	GO:0044434;GO:0044435
isogroup116662	GO:0044434;GO:0044435
isogroup116662	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup222534	GO:0044434;GO:0044435
isogroup58097	GO:0044434;GO:0044435
isogroup58097	GO:0009523;GO:0009521
isogroup58097	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup272496	GO:0044434;GO:0044435
isogroup243001	GO:0044434;GO:0044435
isogroup45924	GO:0044434;GO:0044435
isogroup46707	GO:0044434;GO:0044435
isogroup46310	GO:0044434;GO:0044435
isogroup46310	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup181232	GO:0044434;GO:0044435
isogroup181232	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup115289	GO:0044434;GO:0044435
isogroup115289	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup89486	GO:0044434;GO:0044435
isogroup89486	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup58140	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup270427	GO:0044434;GO:0044435
isogroup220366	GO:0044434;GO:0044435
isogroup220366	GO:0009523;GO:0009521
isogroup220366	GO:0030076
isogroup220366	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup53555	GO:0044434;GO:0044435
isogroup63322	GO:0044434;GO:0044435
isogroup191227	GO:0044434;GO:0044435
isogroup36109	GO:0044434;GO:0044435
isogroup36109	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup113564	GO:0044434;GO:0044435
isogroup179367	GO:0044434;GO:0044435
isogroup153384	GO:0044434;GO:0044435
isogroup236251	GO:0044434;GO:0044435
isogroup236251	GO:0009523;GO:0009521
isogroup236251	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup45099	GO:0044434;GO:0044435
isogroup45099	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup116449	GO:0044434;GO:0044435
isogroup116449	GO:0009523;GO:0009521
isogroup116449	GO:0030076
isogroup116449	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup35675	GO:0044434;GO:0044435
isogroup45554	GO:0044434;GO:0044435
isogroup153294	GO:0044434;GO:0044435
isogroup40305	GO:0044434;GO:0044435
isogroup40305	GO:0009523;GO:0009521
isogroup40305	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup172551	GO:0044434;GO:0044435
isogroup114319	GO:0044434;GO:0044435
isogroup114319	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup270374	GO:0044434;GO:0044435
isogroup266994	GO:0044434;GO:0044435
isogroup52981	GO:0044434;GO:0044435
isogroup52981	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup231058	GO:0044434;GO:0044435
isogroup231058	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup182773	GO:0044434;GO:0044435
isogroup228387	GO:0044434;GO:0044435
isogroup228387	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup165208	GO:0044434;GO:0044435
isogroup54653	GO:0044434;GO:0044435
isogroup54653	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup264651	GO:0044434;GO:0044435
isogroup225863	GO:0044434;GO:0044435
isogroup162166	GO:0044434;GO:0044435
isogroup162166	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup50613	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup255033	GO:0044434;GO:0044435
isogroup255033	GO:0009523;GO:0009521
isogroup255033	GO:0030076
isogroup255033	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup191514	GO:0044434;GO:0044435
isogroup162115	GO:0044434;GO:0044435
isogroup186985	GO:0044434;GO:0044435
isogroup186985	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup45969	GO:0044434;GO:0044435
isogroup45969	GO:0009523;GO:0009521
isogroup45969	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup47066	GO:0044434;GO:0044435
isogroup46643	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup153796	GO:0044434;GO:0044435
isogroup205604	GO:0044434;GO:0044435
isogroup205604	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup113746	GO:0044434;GO:0044435
isogroup39475	GO:0044434;GO:0044435
isogroup265278	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup162571	GO:0044434;GO:0044435
isogroup264942	GO:0044434;GO:0044435
isogroup237858	GO:0044434;GO:0044435
isogroup237858	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup265339	GO:0044434;GO:0044435
isogroup266893	GO:0044434;GO:0044435
isogroup39265	GO:0044434;GO:0044435
isogroup39265	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup45191	GO:0044434;GO:0044435
isogroup186807	GO:0044434;GO:0044435
isogroup196262	GO:0044434;GO:0044435
isogroup196262	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup268094	GO:0044434;GO:0044435
isogroup236223	GO:0044434;GO:0044435
isogroup236223	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup164059	GO:0044434;GO:0044435
isogroup270326	GO:0044434;GO:0044435
isogroup114200	GO:0044434;GO:0044435
isogroup265567	GO:0044434;GO:0044435
isogroup264121	GO:0044434;GO:0044435
isogroup264121	GO:0009523;GO:0009521
isogroup264121	GO:0030076
isogroup264121	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup115888	GO:0044434;GO:0044435
isogroup115888	GO:0009523;GO:0009521
isogroup115888	GO:0030076
isogroup115888	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup44108	GO:0044434;GO:0044435
isogroup266677	GO:0044434;GO:0044435
isogroup195591	GO:0044434;GO:0044435
isogroup49299	GO:0044434;GO:0044435
isogroup49299	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup40323	GO:0044434;GO:0044435
isogroup258533	GO:0044434;GO:0044435
isogroup113923	GO:0044434;GO:0044435
isogroup264229	GO:0044434;GO:0044435
isogroup264229	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup117093	GO:0044434;GO:0044435
isogroup230685	GO:0044434;GO:0044435
isogroup230685	GO:0009523;GO:0009521
isogroup230685	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup268608	GO:0044434;GO:0044435
isogroup113720	GO:0044434;GO:0044435
isogroup265297	GO:0044434;GO:0044435
isogroup266633	GO:0044434;GO:0044435
isogroup154701	GO:0044434;GO:0044435
isogroup39231	GO:0044434;GO:0044435
isogroup39231	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup256210	GO:0044434;GO:0044435
isogroup52224	GO:0044434;GO:0044435
isogroup53777	GO:0044434;GO:0044435
isogroup238293	GO:0044434;GO:0044435
isogroup238293	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup241085	GO:0009523;GO:0009521
isogroup241085	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup116822	GO:0044434;GO:0044435
isogroup116822	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup221135	GO:0044434;GO:0044435
isogroup221135	GO:0009523;GO:0009521
isogroup221135	GO:0030076
isogroup221135	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup264922	GO:0044434;GO:0044435
isogroup252598	GO:0044434;GO:0044435
isogroup252598	GO:0009523;GO:0009521
isogroup252598	GO:0030076
isogroup252598	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup41066	GO:0044434;GO:0044435
isogroup54999	GO:0044434;GO:0044435
isogroup54999	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup242286	GO:0044434;GO:0044435
isogroup115698	GO:0044434;GO:0044435
isogroup46292	GO:0044434;GO:0044435
isogroup209321	GO:0044434;GO:0044435
isogroup264972	GO:0044434;GO:0044435
isogroup264972	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup207391	GO:0044434;GO:0044435
isogroup207391	GO:0009523;GO:0009521
isogroup207391	GO:0030076
isogroup207391	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup232816	GO:0044434;GO:0044435
isogroup232816	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup39848	GO:0044434;GO:0044435
isogroup154055	GO:0044434;GO:0044435
isogroup42738	GO:0044434;GO:0044435
isogroup42738	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup239182	GO:0044434;GO:0044435
isogroup45463	GO:0044434;GO:0044435
isogroup42912	GO:0044434;GO:0044435
isogroup42912	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup193790	GO:0044434;GO:0044435
isogroup193790	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup115670	GO:0044434;GO:0044435
isogroup44201	GO:0044434;GO:0044435
isogroup217883	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup115807	GO:0044434;GO:0044435
isogroup115807	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup236532	GO:0044434;GO:0044435
isogroup236532	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup219320	GO:0044434;GO:0044435
isogroup217742	GO:0044434;GO:0044435
isogroup39855	GO:0044434;GO:0044435
isogroup116316	GO:0044434;GO:0044435
isogroup263897	GO:0044434;GO:0044435
isogroup263897	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup180405	GO:0044434;GO:0044435
isogroup180405	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup39440	GO:0044434;GO:0044435
isogroup215926	GO:0044434;GO:0044435
isogroup265925	GO:0044434;GO:0044435
isogroup46746	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup115785	GO:0044434;GO:0044435
isogroup115785	GO:0009523;GO:0009521
isogroup115785	GO:0030076
isogroup115785	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup188828	GO:0044434;GO:0044435
isogroup240926	GO:0044434;GO:0044435
isogroup240926	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup213515	GO:0044434;GO:0044435
isogroup152685	GO:0044434;GO:0044435
isogroup41601	GO:0044434;GO:0044435
isogroup41601	GO:0009523;GO:0009521
isogroup41601	GO:0030076
isogroup41601	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup39461	GO:0044434;GO:0044435
isogroup264666	GO:0044434;GO:0044435
isogroup264666	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup232821	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup263954	GO:0044434;GO:0044435
isogroup193763	GO:0044434;GO:0044435
isogroup223122	GO:0044434;GO:0044435
isogroup223122	GO:0009523;GO:0009521
isogroup223122	GO:0030076
isogroup223122	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup237928	GO:0044434;GO:0044435
isogroup237928	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup117474	GO:0044434;GO:0044435
isogroup164494	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup212321	GO:0044434;GO:0044435
isogroup212321	GO:0009523;GO:0009521
isogroup212321	GO:0030076
isogroup212321	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup263874	GO:0044434;GO:0044435
isogroup263874	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup41419	GO:0044434;GO:0044435
isogroup173815	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup247249	GO:0044434;GO:0044435
isogroup247249	GO:0009523;GO:0009521
isogroup247249	GO:0030076
isogroup247249	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup116209	GO:0044434;GO:0044435
isogroup116209	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup194051	GO:0044434;GO:0044435
isogroup246055	GO:0044434;GO:0044435
isogroup246055	GO:0009523;GO:0009521
isogroup246055	GO:0030076
isogroup246055	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup220555	GO:0044434;GO:0044435
isogroup220555	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup116154	GO:0044434;GO:0044435
isogroup116154	GO:0009523;GO:0009521
isogroup116154	GO:0030076
isogroup116154	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup250123	GO:0044434;GO:0044435
isogroup250123	GO:0009523;GO:0009521
isogroup250123	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup204282	GO:0044434;GO:0044435
isogroup204282	GO:0009523;GO:0009521
isogroup204282	GO:0030076
isogroup204282	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup226247	GO:0044434;GO:0044435
isogroup226247	GO:0009523;GO:0009521
isogroup226247	GO:0030076
isogroup226247	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup169901	GO:0044434;GO:0044435
isogroup169901	GO:0009523;GO:0009521
isogroup169901	GO:0030076
isogroup169901	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
isogroup244607	GO:0044434;GO:0044435
isogroup244607	GO:0009523;GO:0009521
isogroup244607	GO:0030076
isogroup244607	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
