Gene_ID	term
501	isogroup51116	GO:0044434;GO:0044435
502	isogroup118348	GO:0044434;GO:0044435
503	isogroup270564	GO:0044434;GO:0044435
504	isogroup270564	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
505	isogroup270629	GO:0044434;GO:0044435
506	isogroup272530	GO:0044434;GO:0044435
507	isogroup275557	GO:0044434;GO:0044435
508	isogroup275557	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
509	isogroup56767	GO:0044434;GO:0044435
510	isogroup232340	GO:0044434;GO:0044435
511	isogroup232340	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
512	isogroup271135	GO:0044434;GO:0044435
513	isogroup271135	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
514	isogroup52104	GO:0044434;GO:0044435
515	isogroup52104	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
516	isogroup118615	GO:0044434;GO:0044435
517	isogroup119722	GO:0044434;GO:0044435
518	isogroup119722	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
519	isogroup183556	GO:0044434;GO:0044435
520	isogroup222806	GO:0044434;GO:0044435
521	isogroup208998	GO:0044434;GO:0044435
522	isogroup268396	GO:0044434;GO:0044435
523	isogroup268396	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
524	isogroup273599	GO:0044434;GO:0044435
525	isogroup229751	GO:0044434;GO:0044435
526	isogroup229751	GO:0009523;GO:0009521
527	isogroup229751	GO:0030076
528	isogroup229751	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
529	isogroup119837	GO:0044434;GO:0044435
530	isogroup119982	GO:0044434;GO:0044435
531	isogroup93124	GO:0044434;GO:0044435
532	isogroup173639	GO:0044434;GO:0044435
533	isogroup281681	GO:0044434;GO:0044435
534	isogroup113767	GO:0044434;GO:0044435
535	isogroup113767	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
536	isogroup193417	GO:0044434;GO:0044435
537	isogroup193417	GO:0009523;GO:0009521
538	isogroup193417	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
539	isogroup234288	GO:0044434;GO:0044435
540	isogroup119009	GO:0044434;GO:0044435
541	isogroup119617	GO:0044434;GO:0044435
542	isogroup56557	GO:0044434;GO:0044435
543	isogroup44849	GO:0044434;GO:0044435
544	isogroup119901	GO:0044434;GO:0044435
545	isogroup271363	GO:0044434;GO:0044435
546	isogroup195012	GO:0044434;GO:0044435
547	isogroup89848	GO:0044434;GO:0044435
548	isogroup34317	GO:0044434;GO:0044435
549	isogroup113834	GO:0044434;GO:0044435
550	isogroup270649	GO:0044434;GO:0044435
551	isogroup270649	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
552	isogroup180912	GO:0044434;GO:0044435
553	isogroup47521	GO:0044434;GO:0044435
554	isogroup56525	GO:0044434;GO:0044435
555	isogroup271171	GO:0044434;GO:0044435
556	isogroup271171	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
557	isogroup256863	GO:0044434;GO:0044435
558	isogroup256863	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
559	isogroup113673	GO:0044434;GO:0044435
560	isogroup116662	GO:0044434;GO:0044435
561	isogroup116662	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
562	isogroup222534	GO:0044434;GO:0044435
563	isogroup58097	GO:0044434;GO:0044435
564	isogroup58097	GO:0009523;GO:0009521
565	isogroup58097	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
566	isogroup272496	GO:0044434;GO:0044435
567	isogroup243001	GO:0044434;GO:0044435
568	isogroup45924	GO:0044434;GO:0044435
569	isogroup46707	GO:0044434;GO:0044435
570	isogroup46310	GO:0044434;GO:0044435
571	isogroup46310	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
572	isogroup181232	GO:0044434;GO:0044435
573	isogroup181232	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
574	isogroup115289	GO:0044434;GO:0044435
575	isogroup115289	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
576	isogroup89486	GO:0044434;GO:0044435
577	isogroup89486	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
578	isogroup58140	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
579	isogroup270427	GO:0044434;GO:0044435
580	isogroup220366	GO:0044434;GO:0044435
581	isogroup220366	GO:0009523;GO:0009521
582	isogroup220366	GO:0030076
583	isogroup220366	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
584	isogroup53555	GO:0044434;GO:0044435
585	isogroup63322	GO:0044434;GO:0044435
586	isogroup191227	GO:0044434;GO:0044435
587	isogroup36109	GO:0044434;GO:0044435
588	isogroup36109	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
589	isogroup113564	GO:0044434;GO:0044435
590	isogroup179367	GO:0044434;GO:0044435
591	isogroup153384	GO:0044434;GO:0044435
592	isogroup236251	GO:0044434;GO:0044435
593	isogroup236251	GO:0009523;GO:0009521
594	isogroup236251	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
595	isogroup45099	GO:0044434;GO:0044435
596	isogroup45099	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
597	isogroup116449	GO:0044434;GO:0044435
598	isogroup116449	GO:0009523;GO:0009521
599	isogroup116449	GO:0030076
600	isogroup116449	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
601	isogroup35675	GO:0044434;GO:0044435
602	isogroup45554	GO:0044434;GO:0044435
603	isogroup153294	GO:0044434;GO:0044435
604	isogroup40305	GO:0044434;GO:0044435
605	isogroup40305	GO:0009523;GO:0009521
606	isogroup40305	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
607	isogroup172551	GO:0044434;GO:0044435
608	isogroup114319	GO:0044434;GO:0044435
609	isogroup114319	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
610	isogroup270374	GO:0044434;GO:0044435
611	isogroup266994	GO:0044434;GO:0044435
612	isogroup52981	GO:0044434;GO:0044435
613	isogroup52981	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
614	isogroup231058	GO:0044434;GO:0044435
615	isogroup231058	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
616	isogroup182773	GO:0044434;GO:0044435
617	isogroup228387	GO:0044434;GO:0044435
618	isogroup228387	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
619	isogroup165208	GO:0044434;GO:0044435
620	isogroup54653	GO:0044434;GO:0044435
621	isogroup54653	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
622	isogroup264651	GO:0044434;GO:0044435
623	isogroup225863	GO:0044434;GO:0044435
624	isogroup162166	GO:0044434;GO:0044435
625	isogroup162166	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
626	isogroup50613	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
627	isogroup255033	GO:0044434;GO:0044435
628	isogroup255033	GO:0009523;GO:0009521
629	isogroup255033	GO:0030076
630	isogroup255033	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
631	isogroup191514	GO:0044434;GO:0044435
632	isogroup162115	GO:0044434;GO:0044435
633	isogroup186985	GO:0044434;GO:0044435
634	isogroup186985	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
635	isogroup45969	GO:0044434;GO:0044435
636	isogroup45969	GO:0009523;GO:0009521
637	isogroup45969	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
638	isogroup47066	GO:0044434;GO:0044435
639	isogroup46643	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
640	isogroup153796	GO:0044434;GO:0044435
641	isogroup205604	GO:0044434;GO:0044435
642	isogroup205604	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
643	isogroup113746	GO:0044434;GO:0044435
644	isogroup39475	GO:0044434;GO:0044435
645	isogroup265278	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
646	isogroup162571	GO:0044434;GO:0044435
647	isogroup264942	GO:0044434;GO:0044435
648	isogroup237858	GO:0044434;GO:0044435
649	isogroup237858	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
650	isogroup265339	GO:0044434;GO:0044435
651	isogroup266893	GO:0044434;GO:0044435
652	isogroup39265	GO:0044434;GO:0044435
653	isogroup39265	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
654	isogroup45191	GO:0044434;GO:0044435
655	isogroup186807	GO:0044434;GO:0044435
656	isogroup196262	GO:0044434;GO:0044435
657	isogroup196262	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
658	isogroup268094	GO:0044434;GO:0044435
659	isogroup236223	GO:0044434;GO:0044435
660	isogroup236223	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
661	isogroup164059	GO:0044434;GO:0044435
662	isogroup270326	GO:0044434;GO:0044435
663	isogroup114200	GO:0044434;GO:0044435
664	isogroup265567	GO:0044434;GO:0044435
665	isogroup264121	GO:0044434;GO:0044435
666	isogroup264121	GO:0009523;GO:0009521
667	isogroup264121	GO:0030076
668	isogroup264121	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
669	isogroup115888	GO:0044434;GO:0044435
670	isogroup115888	GO:0009523;GO:0009521
671	isogroup115888	GO:0030076
672	isogroup115888	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
673	isogroup44108	GO:0044434;GO:0044435
674	isogroup266677	GO:0044434;GO:0044435
675	isogroup195591	GO:0044434;GO:0044435
676	isogroup49299	GO:0044434;GO:0044435
677	isogroup49299	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
678	isogroup40323	GO:0044434;GO:0044435
679	isogroup258533	GO:0044434;GO:0044435
680	isogroup113923	GO:0044434;GO:0044435
681	isogroup264229	GO:0044434;GO:0044435
682	isogroup264229	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
683	isogroup117093	GO:0044434;GO:0044435
684	isogroup230685	GO:0044434;GO:0044435
685	isogroup230685	GO:0009523;GO:0009521
686	isogroup230685	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
687	isogroup268608	GO:0044434;GO:0044435
688	isogroup113720	GO:0044434;GO:0044435
689	isogroup265297	GO:0044434;GO:0044435
690	isogroup266633	GO:0044434;GO:0044435
691	isogroup154701	GO:0044434;GO:0044435
692	isogroup39231	GO:0044434;GO:0044435
693	isogroup39231	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
694	isogroup256210	GO:0044434;GO:0044435
695	isogroup52224	GO:0044434;GO:0044435
696	isogroup53777	GO:0044434;GO:0044435
697	isogroup238293	GO:0044434;GO:0044435
698	isogroup238293	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
699	isogroup241085	GO:0009523;GO:0009521
700	isogroup241085	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
701	isogroup116822	GO:0044434;GO:0044435
702	isogroup116822	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
703	isogroup221135	GO:0044434;GO:0044435
704	isogroup221135	GO:0009523;GO:0009521
705	isogroup221135	GO:0030076
706	isogroup221135	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
707	isogroup264922	GO:0044434;GO:0044435
708	isogroup252598	GO:0044434;GO:0044435
709	isogroup252598	GO:0009523;GO:0009521
710	isogroup252598	GO:0030076
711	isogroup252598	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
712	isogroup41066	GO:0044434;GO:0044435
713	isogroup54999	GO:0044434;GO:0044435
714	isogroup54999	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
715	isogroup242286	GO:0044434;GO:0044435
716	isogroup115698	GO:0044434;GO:0044435
717	isogroup46292	GO:0044434;GO:0044435
718	isogroup209321	GO:0044434;GO:0044435
719	isogroup264972	GO:0044434;GO:0044435
720	isogroup264972	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
721	isogroup207391	GO:0044434;GO:0044435
722	isogroup207391	GO:0009523;GO:0009521
723	isogroup207391	GO:0030076
724	isogroup207391	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
725	isogroup232816	GO:0044434;GO:0044435
726	isogroup232816	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
727	isogroup39848	GO:0044434;GO:0044435
728	isogroup154055	GO:0044434;GO:0044435
729	isogroup42738	GO:0044434;GO:0044435
730	isogroup42738	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
731	isogroup239182	GO:0044434;GO:0044435
732	isogroup45463	GO:0044434;GO:0044435
733	isogroup42912	GO:0044434;GO:0044435
734	isogroup42912	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
735	isogroup193790	GO:0044434;GO:0044435
736	isogroup193790	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
737	isogroup115670	GO:0044434;GO:0044435
738	isogroup44201	GO:0044434;GO:0044435
739	isogroup217883	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
740	isogroup115807	GO:0044434;GO:0044435
741	isogroup115807	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
742	isogroup236532	GO:0044434;GO:0044435
743	isogroup236532	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
744	isogroup219320	GO:0044434;GO:0044435
745	isogroup217742	GO:0044434;GO:0044435
746	isogroup39855	GO:0044434;GO:0044435
747	isogroup116316	GO:0044434;GO:0044435
748	isogroup263897	GO:0044434;GO:0044435
749	isogroup263897	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
750	isogroup180405	GO:0044434;GO:0044435
751	isogroup180405	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
752	isogroup39440	GO:0044434;GO:0044435
753	isogroup215926	GO:0044434;GO:0044435
754	isogroup265925	GO:0044434;GO:0044435
755	isogroup46746	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
756	isogroup115785	GO:0044434;GO:0044435
757	isogroup115785	GO:0009523;GO:0009521
758	isogroup115785	GO:0030076
759	isogroup115785	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
760	isogroup188828	GO:0044434;GO:0044435
761	isogroup240926	GO:0044434;GO:0044435
762	isogroup240926	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
763	isogroup213515	GO:0044434;GO:0044435
764	isogroup152685	GO:0044434;GO:0044435
765	isogroup41601	GO:0044434;GO:0044435
766	isogroup41601	GO:0009523;GO:0009521
767	isogroup41601	GO:0030076
768	isogroup41601	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
769	isogroup39461	GO:0044434;GO:0044435
770	isogroup264666	GO:0044434;GO:0044435
771	isogroup264666	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
772	isogroup232821	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
773	isogroup263954	GO:0044434;GO:0044435
774	isogroup193763	GO:0044434;GO:0044435
775	isogroup223122	GO:0044434;GO:0044435
776	isogroup223122	GO:0009523;GO:0009521
777	isogroup223122	GO:0030076
778	isogroup223122	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
779	isogroup237928	GO:0044434;GO:0044435
780	isogroup237928	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
781	isogroup117474	GO:0044434;GO:0044435
782	isogroup164494	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
783	isogroup212321	GO:0044434;GO:0044435
784	isogroup212321	GO:0009523;GO:0009521
785	isogroup212321	GO:0030076
786	isogroup212321	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
787	isogroup263874	GO:0044434;GO:0044435
788	isogroup263874	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
789	isogroup41419	GO:0044434;GO:0044435
790	isogroup173815	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
791	isogroup247249	GO:0044434;GO:0044435
792	isogroup247249	GO:0009523;GO:0009521
793	isogroup247249	GO:0030076
794	isogroup247249	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
795	isogroup116209	GO:0044434;GO:0044435
796	isogroup116209	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
797	isogroup194051	GO:0044434;GO:0044435
798	isogroup246055	GO:0044434;GO:0044435
799	isogroup246055	GO:0009523;GO:0009521
800	isogroup246055	GO:0030076
801	isogroup246055	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
802	isogroup220555	GO:0044434;GO:0044435
803	isogroup220555	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
804	isogroup116154	GO:0044434;GO:0044435
805	isogroup116154	GO:0009523;GO:0009521
806	isogroup116154	GO:0030076
807	isogroup116154	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
808	isogroup250123	GO:0044434;GO:0044435
809	isogroup250123	GO:0009523;GO:0009521
810	isogroup250123	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
811	isogroup204282	GO:0044434;GO:0044435
812	isogroup204282	GO:0009523;GO:0009521
813	isogroup204282	GO:0030076
814	isogroup204282	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
815	isogroup226247	GO:0044434;GO:0044435
816	isogroup226247	GO:0009523;GO:0009521
817	isogroup226247	GO:0030076
818	isogroup226247	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
819	isogroup169901	GO:0044434;GO:0044435
820	isogroup169901	GO:0009523;GO:0009521
821	isogroup169901	GO:0030076
822	isogroup169901	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
823	isogroup244607	GO:0044434;GO:0044435
824	isogroup244607	GO:0009523;GO:0009521
825	isogroup244607	GO:0030076
826	isogroup244607	GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436
